"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Nobles County, MN"	"27105"	218	105436	206.8	175.0
	"Norman County, MN"	"27107"	94	31162	301.6	200.2
	"Olmsted County, MN"	"27109"	1240	764083	162.3	141.4
	"Otter Tail County, MN"	"27111"	819	282440	290.0	177.6
	"Pennington County, MN"	"27113"	169	68464	246.8	184.5
	"Pine County, MN"	"27115"	439	143053	306.9	206.7
	"Pipestone County, MN"	"27117"	101	43569	231.8	159.3
	"Polk County, MN"	"27119"	407	152338	267.2	204.5
	"Pope County, MN"	"27121"	141	53566	263.2	167.2
	"Ramsey County, MN"	"27123"	4759	2681611	177.5	167.4
	"Red Lake County, MN"	"27125"	47	19499	241.0	166.0
	"Redwood County, MN"	"27127"	202	73101	276.3	189.3
	"Renville County, MN"	"27129"	196	70125	279.5	190.7
	"Rice County, MN"	"27131"	568	325423	174.5	153.3
	"Rock County, MN"	"27133"	108	45341	238.2	173.7
	"Roseau County, MN"	"27135"	190	74479	255.1	202.7
	"St. Louis County, MN"	"27137"	2447	970967	252.0	186.5
	"Scott County, MN"	"27139"	795	727698	109.2	126.7
	"Sherburne County, MN"	"27141"	675	474253	142.3	155.6
	"Sibley County, MN"	"27143"	175	72145	242.6	182.2
	"Stearns County, MN"	"27145"	1143	779343	146.7	132.3
	"Steele County, MN"	"27147"	368	178563	206.1	159.2
	"Stevens County, MN"	"27149"	83	46855	177.1	163.8
	"Swift County, MN"	"27151"	139	44719	310.8	213.7
	"Todd County, MN"	"27153"	249	119307	208.7	142.0
	"Traverse County, MN"	"27155"	51	15564	327.7	211.2
	"Wabasha County, MN"	"27157"	247	104634	236.1	152.2
	"Wadena County, MN"	"27159"	225	66190	339.9	233.3
	"Waseca County, MN"	"27161"	199	90952	218.8	170.3
	"Washington County, MN"	"27163"	1888	1273677	148.2	132.5
	"Watonwan County, MN"	"27165"	141	52300	269.6	197.3
	"Wilkin County, MN"	"27167"	74	30409	243.3	166.1
	"Winona County, MN"	"27169"	471	247598	190.2	159.3
	"Wright County, MN"	"27171"	989	672037	147.2	148.9
	"Yellow Medicine County, MN"	"27173"	132	46877	281.6	193.9
	"Adams County, MS"	"28001"	695	150730	461.1	333.6
	"Alcorn County, MS"	"28003"	737	181710	405.6	306.1
	"Amite County, MS"	"28005"	303	59959	505.3	324.8
	"Attala County, MS"	"28007"	415	89693	462.7	348.2
	"Benton County, MS"	"28009"	186	40575	458.4	321.1
	"Bolivar County, MS"	"28011"	728	154203	472.1	405.5
	"Calhoun County, MS"	"28013"	355	70342	504.7	369.9
	"Carroll County, MS"	"28015"	202	48730	414.5	264.9
	"Chickasaw County, MS"	"28017"	347	83875	413.7	330.4
	"Choctaw County, MS"	"28019"	185	40042	462.0	309.0
	"Claiborne County, MS"	"28021"	171	44092	387.8	355.4
	"Clarke County, MS"	"28023"	388	76487	507.3	352.9
	"Clay County, MS"	"28025"	388	95338	407.0	307.0
	"Coahoma County, MS"	"28027"	549	111234	493.6	435.6
	"Copiah County, MS"	"28029"	561	138557	404.9	314.8
	"Covington County, MS"	"28031"	416	92828	448.1	356.5
	"DeSoto County, MS"	"28033"	2484	898770	276.4	267.8
	"Forrest County, MS"	"28035"	1322	369926	357.4	344.5
	"Franklin County, MS"	"28037"	171	37813	452.2	309.9
	"George County, MS"	"28039"	514	119809	429.0	374.3
	"Greene County, MS"	"28041"	278	66429	418.5	347.8
	"Grenada County, MS"	"28043"	475	102871	461.7	362.1
	"Hancock County, MS"	"28045"	844	232550	362.9	249.0
	"Harrison County, MS"	"28047"	3758	1016210	369.8	322.3
	"Hinds County, MS"	"28049"	3851	1157725	332.6	307.3
	"Holmes County, MS"	"28051"	366	85389	428.6	381.5
	"Humphreys County, MS"	"28053"	205	40255	509.3	403.0
	"Issaquena County, MS"	"28055"	22	6340	347.0	237.0
	"Itawamba County, MS"	"28057"	470	114790	409.4	309.8
	"Jackson County, MS"	"28059"	2381	703798	338.3	277.7
	"Jasper County, MS"	"28061"	333	80551	413.4	297.5
	"Jefferson County, MS"	"28063"	164	34788	471.4	381.1
	"Jefferson Davis County, MS"	"28065"	261	54470	479.2	330.6
	"Jones County, MS"	"28067"	1167	333829	349.6	283.5
	"Kemper County, MS"	"28069"	187	47525	393.5	296.8
	"Lafayette County, MS"	"28071"	609	267981	227.3	237.3
	"Lamar County, MS"	"28073"	684	307683	222.3	207.2
	"Lauderdale County, MS"	"28075"	1561	368906	423.1	341.4
	"Lawrence County, MS"	"28077"	307	61928	495.7	375.2
	"Leake County, MS"	"28079"	373	111410	334.8	277.2
	"Lee County, MS"	"28081"	1414	419390	337.2	294.1
	"Leflore County, MS"	"28083"	785	141318	555.5	518.9
	"Lincoln County, MS"	"28085"	685	167806	408.2	323.4
	"Lowndes County, MS"	"28087"	1147	288940	397.0	341.5
	"Madison County, MS"	"28089"	1346	521083	258.3	256.7
	"Marion County, MS"	"28091"	534	121006	441.3	333.0
	"Marshall County, MS"	"28093"	782	174440	448.3	347.3
	"Monroe County, MS"	"28095"	748	173790	430.4	313.5
	"Montgomery County, MS"	"28097"	255	48487	525.9	358.1
	"Neshoba County, MS"	"28099"	702	143231	490.1	430.2
	"Newton County, MS"	"28101"	447	103994	429.8	352.2
	"Noxubee County, MS"	"28103"	190	51864	366.3	301.9
	"Oktibbeha County, MS"	"28105"	602	244882	245.8	290.7
	"Panola County, MS"	"28107"	695	167537	414.8	348.5
	"Pearl River County, MS"	"28109"	1154	272599	423.3	311.7
	"Perry County, MS"	"28111"	283	58913	480.4	354.3
	"Pike County, MS"	"28113"	1033	193112	534.9	438.4
	"Pontotoc County, MS"	"28115"	541	156760	345.1	299.4
	"Prentiss County, MS"	"28117"	560	123103	454.9	355.2
	"Quitman County, MS"	"28119"	166	34528	480.8	367.2
	"Rankin County, MS"	"28121"	1921	754688	254.5	219.3
	"Scott County, MS"	"28123"	459	138712	330.9	293.3
	"Sharkey County, MS"	"28125"	104	21209	490.4	384.8
	"Simpson County, MS"	"28127"	513	131280	390.8	300.7
	"Smith County, MS"	"28129"	292	77928	374.7	270.1
	"Stone County, MS"	"28131"	355	90427	392.6	322.1
	"Sunflower County, MS"	"28133"	610	125920	484.4	447.7
	"Tallahatchie County, MS"	"28135"	311	68729	452.5	391.4
	"Tate County, MS"	"28137"	567	140015	405.0	328.4
	"Tippah County, MS"	"28139"	447	108225	413.0	333.9
	"Tishomingo County, MS"	"28141"	479	95187	503.2	345.6
	"Tunica County, MS"	"28143"	248	48686	509.4	506.5
	"Union County, MS"	"28145"	508	140350	362.0	300.0
	"Walthall County, MS"	"28147"	341	70375	484.5	346.2
	"Warren County, MS"	"28149"	1030	226330	455.1	369.3
	"Washington County, MS"	"28151"	1056	221521	476.7	409.4
	"Wayne County, MS"	"28153"	416	99888	416.5	326.1
	"Webster County, MS"	"28155"	222	47781	464.6	352.0
	"Wilkinson County, MS"	"28157"	211	42661	494.6	391.1
	"Winston County, MS"	"28159"	376	88165	426.5	317.7
	"Yalobusha County, MS"	"28161"	320	60228	531.3	378.9
	"Yazoo County, MS"	"28163"	460	136683	336.5	326.0
	"Adair County, MO"	"29001"	306	124206	246.4	234.2
	"Andrew County, MO"	"29003"	237	85726	276.5	196.8
	"Atchison County, MO"	"29005"	103	24990	412.2	236.2
	"Audrain County, MO"	"29007"	398	124488	319.7	240.0
	"Barry County, MO"	"29009"	782	174939	447.0	301.6
	"Barton County, MO"	"29011"	224	57156	391.9	274.4
	"Bates County, MO"	"29013"	291	79523	365.9	255.2
	"Benton County, MO"	"29015"	469	93447	501.9	248.9
	"Bollinger County, MO"	"29017"	271	59503	455.4	312.2
	"Boone County, MO"	"29019"	1535	884579	173.5	188.4
	"Buchanan County, MO"	"29021"	1475	430873	342.3	284.0
	"Butler County, MO"	"29023"	928	208014	446.1	326.2
	"Caldwell County, MO"	"29025"	152	44200	343.9	234.9
	"Callaway County, MO"	"29027"	628	220708	284.5	234.6
	"Camden County, MO"	"29029"	832	223561	372.2	196.2
	"Cape Girardeau County, MO"	"29031"	1073	384865	278.8	231.9
	"Carroll County, MO"	"29033"	161	42427	379.5	247.4
	"Carter County, MO"	"29035"	151	29701	508.4	347.9
	"Cass County, MO"	"29037"	1312	512932	255.8	201.8
	"Cedar County, MO"	"29039"	315	68895	457.2	287.8
	"Chariton County, MO"	"29041"	138	35583	387.8	242.2
	"Christian County, MO"	"29043"	938	429138	218.6	186.1
	"Clark County, MO"	"29045"	99	32913	300.8	202.6
	"Clay County, MO"	"29047"	2344	1212066	193.4	179.0
	"Clinton County, MO"	"29049"	337	100062	336.8	256.3
	"Cole County, MO"	"29051"	875	374947	233.4	193.7
	"Cooper County, MO"	"29053"	179	85528	209.3	160.0
	"Crawford County, MO"	"29055"	514	117425	437.7	309.4
	"Dade County, MO"	"29057"	160	36799	434.8	274.8
	"Dallas County, MO"	"29059"	344	81949	419.8	288.8
	"Daviess County, MO"	"29061"	133	40514	328.3	227.0
	"DeKalb County, MO"	"29063"	203	59663	340.2	267.8
	"Dent County, MO"	"29065"	359	75161	477.6	306.8
	"Douglas County, MO"	"29067"	261	64706	403.4	242.1
	"Dunklin County, MO"	"29069"	858	144616	593.3	446.2
	"Franklin County, MO"	"29071"	1547	508053	304.5	233.4
	"Gasconade County, MO"	"29073"	261	71058	367.3	232.2
	"Gentry County, MO"	"29075"	124	31798	390.0	280.5
	"Greene County, MO"	"29077"	4180	1424824	293.4	247.8
	"Grundy County, MO"	"29079"	179	47685	375.4	251.7
	"Harrison County, MO"	"29081"	192	40578	473.2	307.0
	"Henry County, MO"	"29083"	485	106215	456.6	292.7
	"Hickory County, MO"	"29085"	221	45816	482.4	231.1
	"Holt County, MO"	"29087"	84	20874	402.4	232.7
	"Howard County, MO"	"29089"	117	49065	238.5	177.8
	"Howell County, MO"	"29091"	824	195752	420.9	303.1
	"Iron County, MO"	"29093"	256	49393	518.3	347.7
	"Jackson County, MO"	"29095"	8794	3431051	256.3	226.0
	"Jasper County, MO"	"29097"	2099	591027	355.1	307.2
	"Jefferson County, MO"	"29099"	3135	1108706	282.8	239.3
	"Johnson County, MO"	"29101"	604	265505	227.5	236.9
	"Knox County, MO"	"29103"	75	19142	391.8	251.7
	"Laclede County, MO"	"29105"	713	174915	407.6	302.0
	"Lafayette County, MO"	"29107"	557	159028	350.3	258.7
	"Lawrence County, MO"	"29109"	751	186828	402.0	307.5
	"Lewis County, MO"	"29111"	202	48244	418.7	309.3
	"Lincoln County, MO"	"29113"	797	284257	280.4	257.2
	"Linn County, MO"	"29115"	269	58309	461.3	323.0
	"Livingston County, MO"	"29117"	227	72587	312.7	232.4
	"McDonald County, MO"	"29119"	439	112703	389.5	322.0
	"Macon County, MO"	"29121"	280	73369	381.6	249.2
	"Madison County, MO"	"29123"	267	59644	447.7	316.2
	"Maries County, MO"	"29125"	126	42867	293.9	188.0
	"Marion County, MO"	"29127"	444	139302	318.7	248.4
	"Mercer County, MO"	"29129"	73	17489	417.4	266.1
	"Miller County, MO"	"29131"	419	124200	337.4	248.6
	"Mississippi County, MO"	"29133"	321	65266	491.8	376.6
	"Moniteau County, MO"	"29135"	260	78194	332.5	285.5
	"Monroe County, MO"	"29137"	148	41855	353.6	227.1
	"Montgomery County, MO"	"29139"	269	55573	484.0	322.8
	"Morgan County, MO"	"29141"	523	99447	525.9	314.6
	"New Madrid County, MO"	"29143"	398	84576	470.6	343.6
	"Newton County, MO"	"29145"	1056	286211	369.0	276.7
	"Nodaway County, MO"	"29147"	223	108500	205.5	192.1
	"Oregon County, MO"	"29149"	124	51471	240.9	149.1
	"Osage County, MO"	"29151"	165	66649	247.6	181.7
	"Ozark County, MO"	"29153"	213	44297	480.8	245.7
	"Pemiscot County, MO"	"29155"	462	79709	579.6	472.4
	"Perry County, MO"	"29157"	272	93529	290.8	213.9
	"Pettis County, MO"	"29159"	610	206953	294.8	240.9
	"Phelps County, MO"	"29161"	767	218283	351.4	297.4
	"Pike County, MO"	"29163"	306	89446	342.1	258.4
	"Platte County, MO"	"29165"	909	505006	180.0	163.1
	"Polk County, MO"	"29167"	545	156187	348.9	266.9
	"Pulaski County, MO"	"29169"	550	259529	211.9	291.5
	"Putnam County, MO"	"29171"	95	22999	413.1	249.7
	"Ralls County, MO"	"29173"	154	50250	306.5	199.8
	"Randolph County, MO"	"29175"	366	121145	302.1	246.4
	"Ray County, MO"	"29177"	384	111950	343.0	246.9
	"Reynolds County, MO"	"29179"	164	30556	536.7	321.9
	"Ripley County, MO"	"29181"	323	65779	491.0	339.2
	"St. Charles County, MO"	"29183"	3776	1957912	192.9	167.6
	"St. Clair County, MO"	"29185"	254	45464	558.7	305.2
	"Ste. Genevieve County, MO"	"29186"	276	87381	315.9	224.6
	"St. Francois County, MO"	"29187"	1241	327503	378.9	304.3
	"St. Louis County, MO"	"29189"	12916	4846078	266.5	208.3
	"Saline County, MO"	"29195"	368	111121	331.2	250.7
	"Schuyler County, MO"	"29197"	70	22069	317.2	215.6
	"Scotland County, MO"	"29199"	63	23942	263.1	202.0
	"Scott County, MO"	"29201"	773	188181	410.8	315.4
	"Shannon County, MO"	"29203"	190	40095	473.9	313.8
	"Shelby County, MO"	"29205"	108	29003	372.4	252.7
	"Stoddard County, MO"	"29207"	601	142103	422.9	302.4
	"Stone County, MO"	"29209"	615	154917	397.0	195.7
	"Sullivan County, MO"	"29211"	123	30112	408.5	282.4
	"Taney County, MO"	"29213"	734	271933	269.9	182.4
	"Texas County, MO"	"29215"	536	124100	431.9	290.8
	"Vernon County, MO"	"29217"	409	99858	409.6	299.4
	"Warren County, MO"	"29219"	461	171910	268.2	204.5
	"Washington County, MO"	"29221"	569	122226	465.5	360.2
	"Wayne County, MO"	"29223"	305	63623	479.4	286.2
	"Webster County, MO"	"29225"	525	192163	273.2	229.8
	"Worth County, MO"	"29227"	34	9646	352.5	196.1
	"Wright County, MO"	"29229"	442	89369	494.6	357.1
	"St. Louis city, MO"	"29510"	4688	1494139	313.8	293.6
	"Beaverhead County, MT"	"30001"	115	46004	250.0	159.7
	"Big Horn County, MT"	"30003"	234	65704	356.1	361.1
	"Blaine County, MT"	"30005"	109	32668	333.7	301.6
	"Broadwater County, MT"	"30007"	96	29834	321.8	189.9
	"Carbon County, MT"	"30009"	141	52029	271.0	144.3
	"Carter County, MT"	"30011"	25	5882	425.0	250.3
	"Cascade County, MT"	"30013"	1209	397648	304.0	226.3
	"Chouteau County, MT"	"30015"	91	27874	326.5	233.4
	"Custer County, MT"	"30017"	174	56178	309.7	213.6
	"Daniels County, MT"	"30019"	38	8087	469.9	263.7
	"Dawson County, MT"	"30021"	125	42762	292.3	212.1
	"Deer Lodge County, MT"	"30023"	205	44571	459.9	286.1
	"Fallon County, MT"	"30025"	40	14352	278.7	220.4
	"Fergus County, MT"	"30027"	211	54191	389.4	231.9
	"Flathead County, MT"	"30029"	1198	500148	239.5	173.9
	"Gallatin County, MT"	"30031"	608	548003	110.9	119.8
	"Garfield County, MT"	"30033"	15	6280	Unreliable	Unreliable
	"Glacier County, MT"	"30035"	217	67409	321.9	337.0
	"Golden Valley County, MT"	"30037"	17	3987	Unreliable	Unreliable
	"Granite County, MT"	"30039"	37	16286	227.2	116.7
	"Hill County, MT"	"30041"	238	80646	295.1	271.3
	"Jefferson County, MT"	"30043"	177	59617	296.9	190.5
	"Judith Basin County, MT"	"30045"	31	9565	324.1	188.4
	"Lake County, MT"	"30047"	449	148175	303.0	200.7
	"Lewis and Clark County, MT"	"30049"	878	336016	261.3	196.1
	"Liberty County, MT"	"30051"	19	11403	Unreliable	Unreliable
	"Lincoln County, MT"	"30053"	404	96398	419.1	216.3
	"McCone County, MT"	"30055"	23	8130	282.9	175.1
	"Madison County, MT"	"30057"	129	41232	312.9	164.9
	"Meagher County, MT"	"30059"	35	8907	392.9	206.7
	"Mineral County, MT"	"30061"	89	21158	420.6	213.0
	"Missoula County, MT"	"30063"	1227	584126	210.1	184.9
	"Musselshell County, MT"	"30065"	84	22608	371.5	200.7
	"Park County, MT"	"30067"	215	80579	266.8	169.7
	"Phillips County, MT"	"30071"	83	19546	424.6	263.3
	"Pondera County, MT"	"30073"	87	28546	304.8	215.6
	"Powder River County, MT"	"30075"	20	8222	243.2	132.2
	"Powell County, MT"	"30077"	134	33549	399.4	270.9
	"Prairie County, MT"	"30079"	27	5264	512.9	268.1
	"Ravalli County, MT"	"30081"	586	211373	277.2	153.8
	"Richland County, MT"	"30083"	115	54337	211.6	181.9
	"Roosevelt County, MT"	"30085"	205	54664	375.0	415.1
	"Rosebud County, MT"	"30087"	153	44664	342.6	305.4
	"Sanders County, MT"	"30089"	263	57746	455.4	228.0
	"Sheridan County, MT"	"30091"	53	16504	321.1	182.9
	"Silver Bow County, MT"	"30093"	612	170051	359.9	264.4
	"Stillwater County, MT"	"30095"	111	46923	236.6	143.4
	"Sweet Grass County, MT"	"30097"	49	17705	276.8	164.0
	"Teton County, MT"	"30099"	91	29606	307.4	188.5
	"Toole County, MT"	"30101"	70	23400	299.1	214.6
	"Treasure County, MT"	"30103"	11	3301	Unreliable	Unreliable
	"Valley County, MT"	"30105"	132	35787	368.8	235.6
	"Wheatland County, MT"	"30107"	51	10400	490.4	279.2
	"Wibaux County, MT"	"30109"	12	4873	Unreliable	Unreliable
	"Yellowstone County, MT"	"30111"	2104	783543	268.5	220.3
	"Adams County, NE"	"31001"	413	153251	269.5	211.5
	"Antelope County, NE"	"31003"	91	30438	299.0	187.0
	"Boone County, NE"	"31011"	72	25066	287.2	175.1
	"Box Butte County, NE"	"31013"	147	52789	278.5	213.2
	"Boyd County, NE"	"31015"	55	9162	600.3	334.5
	"Brown County, NE"	"31017"	59	14244	414.2	237.8
	"Buffalo County, NE"	"31019"	431	243103	177.3	169.6
	"Burt County, NE"	"31021"	117	31088	376.4	229.0
	"Butler County, NE"	"31023"	117	38763	301.8	199.9
	"Cass County, NE"	"31025"	327	127549	256.4	200.6
	"Cedar County, NE"	"31027"	110	40718	270.2	181.1
	"Chase County, NE"	"31029"	58	18839	307.9	200.6
	"Cherry County, NE"	"31031"	77	27867	276.3	182.0
	"Cheyenne County, NE"	"31033"	115	45552	252.5	191.2
	"Clay County, NE"	"31035"	89	30040	296.3	217.7
	"Colfax County, NE"	"31037"	78	52046	149.9	151.2
	"Cuming County, NE"	"31039"	120	42663	281.3	182.3
	"Custer County, NE"	"31041"	177	51942	340.8	218.9
	"Dakota County, NE"	"31043"	228	99236	229.8	218.3
	"Dawes County, NE"	"31045"	131	42171	310.6	238.8
	"Dawson County, NE"	"31047"	292	115318	253.2	213.8
	"Deuel County, NE"	"31049"	41	8876	461.9	243.7
	"Dixon County, NE"	"31051"	77	27710	277.9	180.3
	"Dodge County, NE"	"31053"	520	176974	293.8	218.0
	"Douglas County, NE"	"31055"	5582	2783477	200.5	201.3
	"Dundy County, NE"	"31057"	34	8374	406.0	236.9
	"Fillmore County, NE"	"31059"	70	26635	262.8	157.4
	"Franklin County, NE"	"31061"	64	14316	447.1	268.6
	"Frontier County, NE"	"31063"	24	12596	190.5	123.7
	"Furnas County, NE"	"31065"	79	22757	347.1	210.2
	"Gage County, NE"	"31067"	314	103971	302.0	203.4
	"Garden County, NE"	"31069"	43	9038	475.8	249.2
	"Garfield County, NE"	"31071"	45	9441	476.6	221.5
	"Gosper County, NE"	"31073"	38	9599	395.9	248.4
	"Grant County, NE"	"31075"	11	3165	Unreliable	Unreliable
	"Greeley County, NE"	"31077"	40	11198	357.2	213.1
	"Hall County, NE"	"31079"	719	300689	239.1	218.1
	"Hamilton County, NE"	"31081"	98	44826	218.6	152.8
	"Harlan County, NE"	"31083"	45	16364	275.0	157.7
	"Hayes County, NE"	"31085"	12	4334	Unreliable	Unreliable
	"Hitchcock County, NE"	"31087"	66	13443	491.0	319.9
	"Holt County, NE"	"31089"	147	48840	301.0	201.0
	"Hooker County, NE"	"31091"	13	3137	Unreliable	Unreliable
	"Howard County, NE"	"31093"	88	31216	281.9	189.9
	"Jefferson County, NE"	"31095"	122	34218	356.5	210.7
	"Johnson County, NE"	"31097"	96	24762	387.7	287.3
	"Kearney County, NE"	"31099"	80	31780	251.7	179.6
	"Keith County, NE"	"31101"	146	38955	374.8	208.0
	"Kimball County, NE"	"31105"	74	17339	426.8	255.5
	"Knox County, NE"	"31107"	120	40172	298.7	173.1
	"Lancaster County, NE"	"31109"	2840	1553575	182.8	180.7
	"Lincoln County, NE"	"31111"	533	170359	312.9	234.3
	"Logan County, NE"	"31113"	11	3689	Unreliable	Unreliable
	"Loup County, NE"	"31115"	14	3069	Unreliable	Unreliable
	"Madison County, NE"	"31119"	405	170504	237.5	205.2
	"Merrick County, NE"	"31121"	114	37798	301.6	209.6
	"Morrill County, NE"	"31123"	83	22833	363.5	236.1
	"Nance County, NE"	"31125"	73	17073	427.6	298.8
	"Nemaha County, NE"	"31127"	115	33862	339.6	243.7
	"Nuckolls County, NE"	"31129"	91	20058	453.7	255.0
	"Otoe County, NE"	"31131"	189	77118	245.1	175.4
	"Pawnee County, NE"	"31133"	36	12385	290.7	149.9
	"Perkins County, NE"	"31135"	42	13873	302.7	186.3
	"Phelps County, NE"	"31137"	119	43686	272.4	182.5
	"Pierce County, NE"	"31139"	95	34659	274.1	195.7
	"Platte County, NE"	"31141"	351	161692	217.1	176.9
	"Polk County, NE"	"31143"	68	25215	269.7	173.1
	"Red Willow County, NE"	"31145"	159	51611	308.1	219.1
	"Richardson County, NE"	"31147"	143	37795	378.4	229.7
	"Rock County, NE"	"31149"	26	6602	393.8	245.0
	"Saline County, NE"	"31151"	180	69620	258.5	229.6
	"Sarpy County, NE"	"31153"	1431	908897	157.4	172.5
	"Saunders County, NE"	"31155"	304	104332	291.4	211.3
	"Scotts Bluff County, NE"	"31157"	470	174219	269.8	204.5
	"Seward County, NE"	"31159"	216	84013	257.1	203.8
	"Sheridan County, NE"	"31161"	95	24927	381.1	219.1
	"Sherman County, NE"	"31163"	54	14520	371.9	223.1
	"Stanton County, NE"	"31167"	41	28999	141.4	109.3
	"Thayer County, NE"	"31169"	95	23901	397.5	238.7
	"Thurston County, NE"	"31173"	133	35448	375.2	411.1
	"Valley County, NE"	"31175"	57	20034	284.5	157.3
	"Washington County, NE"	"31177"	193	101330	190.5	149.0
	"Wayne County, NE"	"31179"	71	45468	156.2	133.7
	"Webster County, NE"	"31181"	65	16930	383.9	223.5
	"York County, NE"	"31185"	202	66273	304.8	221.5
	"Churchill County, NV"	"32001"	501	121015	414.0	296.6
	"Clark County, NV"	"32003"	29025	11023337	263.3	233.2
	"Douglas County, NV"	"32005"	709	236010	300.4	153.1
	"Elko County, NV"	"32007"	509	260098	195.7	212.9
	"Esmeralda County, NV"	"32009"	17	4033	Unreliable	Unreliable
	"Eureka County, NV"	"32011"	31	9811	316.0	251.2
	"Humboldt County, NV"	"32013"	236	83245	283.5	271.1
	"Lander County, NV"	"32015"	104	27592	376.9	313.4
	"Lincoln County, NV"	"32017"	106	25236	420.0	244.2
	"Lyon County, NV"	"32019"	1183	274685	430.7	283.4
	"Mineral County, NV"	"32021"	144	21831	659.6	394.5
	"Nye County, NV"	"32023"	1531	222159	689.1	339.9
	"Pershing County, NV"	"32027"	109	32590	334.5	253.7
	"Storey County, NV"	"32029"	72	19930	361.3	177.3
	"Washoe County, NV"	"32031"	6439	2294072	280.7	232.2
	"White Pine County, NV"	"32033"	130	46762	278.0	208.3
	"Carson City, NV"	"32510"	1202	270341	444.6	298.7
	"Belknap County, NH"	"33001"	876	297391	294.6	193.2
	"Carroll County, NH"	"33003"	700	234748	298.2	168.5
	"Cheshire County, NH"	"33005"	1000	371742	269.0	192.0
	"Coos County, NH"	"33007"	629	153073	410.9	246.7
	"Grafton County, NH"	"33009"	1102	436672	252.4	174.5
	"Hillsborough County, NH"	"33011"	4088	2026121	201.8	170.5
	"Merrimack County, NH"	"33013"	1765	734906	240.2	184.1
	"Rockingham County, NH"	"33015"	3024	1508701	200.4	151.3
	"Strafford County, NH"	"33017"	1393	636057	219.0	194.3
	"Sullivan County, NH"	"33019"	614	209944	292.5	195.8
	"Atlantic County, NJ"	"34001"	3631	1303621	278.5	211.5
	"Bergen County, NJ"	"34003"	7599	4562989	166.5	131.5
	"Burlington County, NJ"	"34005"	4515	2183191	206.8	163.9
	"Camden County, NJ"	"34007"	6092	2486582	245.0	210.2
	"Cape May County, NJ"	"34009"	1679	449387	373.6	211.4
	"Cumberland County, NJ"	"34011"	2287	738947	309.5	272.5
	"Essex County, NJ"	"34013"	8316	3926467	211.8	201.3
	"Gloucester County, NJ"	"34015"	3582	1432911	250.0	211.6
	"Hudson County, NJ"	"34017"	5640	3338193	169.0	179.2
	"Hunterdon County, NJ"	"34019"	1095	608557	179.9	131.1
	"Mercer County, NJ"	"34021"	3528	1809047	195.0	171.1
	"Middlesex County, NJ"	"34023"	7247	4073333	177.9	157.3
	"Monmouth County, NJ"	"34025"	6234	3032920	205.5	159.6
	"Morris County, NJ"	"34027"	4138	2412977	171.5	135.3
	"Ocean County, NJ"	"34029"	8625	2914456	295.9	188.6
	"Passaic County, NJ"	"34031"	4765	2476580	192.4	175.0
	"Salem County, NJ"	"34033"	996	305217	326.3	243.3
	"Somerset County, NJ"	"34035"	2601	1619319	160.6	137.1
	"Sussex County, NJ"	"34037"	1691	692378	244.2	187.7
	"Union County, NJ"	"34039"	5033	2730042	184.4	167.9
	"Warren County, NJ"	"34041"	1270	516520	245.9	186.0
	"Bernalillo County, NM"	"35001"	8104	3327618	243.5	205.5
	"Catron County, NM"	"35003"	85	17218	493.7	185.2
	"Chaves County, NM"	"35005"	1173	317252	369.7	319.1
	"Cibola County, NM"	"35006"	404	131636	306.9	256.1
	"Colfax County, NM"	"35007"	229	58573	391.0	216.3
	"Curry County, NM"	"35009"	647	243317	265.9	276.1
	"DeBaca County, NM"	"35011"	41	8482	483.4	267.5
	"Dona Ana County, NM"	"35013"	2405	1066637	225.5	198.9
	"Eddy County, NM"	"35015"	892	283938	314.2	288.0
	"Grant County, NM"	"35017"	477	132824	359.1	205.0
	"Guadalupe County, NM"	"35019"	88	21109	416.9	304.3
	"Hidalgo County, NM"	"35023"	94	20544	457.6	280.0
	"Lea County, NM"	"35025"	898	346205	259.4	286.9
	"Lincoln County, NM"	"35027"	364	95286	382.0	203.2
	"Los Alamos County, NM"	"35028"	122	92567	131.8	102.1
	"Luna County, NM"	"35029"	504	117226	429.9	297.4
	"McKinley County, NM"	"35031"	938	357033	262.7	277.3
	"Mora County, NM"	"35033"	73	21829	334.4	185.5
	"Otero County, NM"	"35035"	1029	326760	314.9	251.5
	"Quay County, NM"	"35037"	188	40267	466.9	272.2
	"Rio Arriba County, NM"	"35039"	546	191500	285.1	211.7
	"Roosevelt County, NM"	"35041"	263	91867	286.3	272.5
	"Sandoval County, NM"	"35043"	1637	713232	229.5	180.6
	"San Juan County, NM"	"35045"	1545	603187	256.1	227.7
	"San Miguel County, NM"	"35047"	440	134700	326.7	216.7
	"Santa Fe County, NM"	"35049"	1653	733406	225.4	140.5
	"Sierra County, NM"	"35051"	454	52527	864.3	388.7
	"Socorro County, NM"	"35053"	271	82064	330.2	243.8
	"Taos County, NM"	"35055"	447	159622	280.0	171.0
	"Torrance County, NM"	"35057"	314	75944	413.5	284.9
	"Union County, NM"	"35059"	63	19938	316.0	213.2
	"Valencia County, NM"	"35061"	1157	375862	307.8	237.9
	"Albany County, NY"	"36001"	3377	1496216	225.7	188.1
	"Allegany County, NY"	"36003"	702	226815	309.5	232.0
	"Bronx County, NY"	"36005"	19364	7050525	274.6	275.4
	"Broome County, NY"	"36007"	2603	931255	279.5	210.3
	"Cattaraugus County, NY"	"36009"	1289	374731	344.0	250.5
